bron_naam;Label;x_coord;y_coord;ingebruik;uitgebruik;MWth_max;bron_vol;bron_cap;T_bron;Ki_kW_min;Ki_kW_max;K_GJ;capaciteit_benuttingsfactor;SourceType
onbekend slachthuis 50;3735;4.77244;52.3526;1999;1999;3;0.7;0.3;30;50;250;;0.296263829;LT
onbekend slachthuis 51;3736;4.80191;52.3583;1999;1999;3;0.7;0.3;30;50;250;;0;LT
onbekend slachthuis 52;3737;4.87741;52.3845;1999;1999;3;0.7;0.3;30;50;250;;0.999053026;LT
onbekend slachthuis 53;3738;4.82159;52.3554;1999;1999;3;0.7;0.3;30;50;250;;1.0001551;LT
onbekend slachthuis 54;3739;4.84046;52.3764;1999;1999;3;0.7;0.3;30;50;250;;0.954259;LT
onbekend slachthuis 55;3740;4.80161;52.408;1999;1999;3;0.7;0.3;30;50;250;;0.0303717237;LT
onbekend slachthuis 57;3742;4.86748;52.3763;1999;1999;3;0.7;0.3;30;50;250;;0.607123596;LT
onbekend slachthuis 58;3743;4.87741;52.3845;1999;1999;3;0.7;0.3;30;50;250;;0.999053026;LT
onbekend slachthuis 101;3787;4.67228;52.4764;1999;1999;3;0.7;0.3;30;50;250;;0.0586970211;LT
onbekend slachthuis 102;3788;4.67044;52.4657;1999;1999;3;0.7;0.3;30;50;250;;0.00203894737;LT
onbekend slachthuis 106;3792;5.26408;52.2834;1999;1999;3;0.7;0.3;30;50;250;;0.134493029;LT
onbekend slachthuis 189;3875;5.0804;52.5071;1999;1999;3;0.7;0.3;30;50;250;;0;LT
onbekend slachthuis 190;3876;5.08077;52.5069;1999;1999;3;0.7;0.3;30;50;250;;0.0265591374;LT
onbekend slachthuis 193;3879;5.03777;52.5158;1999;1999;3;0.7;0.3;30;50;250;;0.0492085;LT
onbekend slachthuis 194;3880;5.03914;52.5156;1999;1999;3;0.7;0.3;30;50;250;;0.0492085;LT
onbekend slachthuis 245;3931;5.14583;52.2807;1999;1999;3;0.7;0.3;30;50;250;;0.0190447368;LT
onbekend slachthuis 246;3932;5.14917;52.2849;1999;1999;3;0.7;0.3;30;50;250;;0.174308938;LT
onbekend slachthuis 247;3933;5.16325;52.2948;1999;1999;3;0.7;0.3;30;50;250;;0.476187242;LT
onbekend slachthuis 258;3944;4.74918;52.361;1999;1999;3;0.7;0.3;30;50;250;;0.00144157895;LT
onbekend slachthuis 259;3945;4.69029;52.2936;1999;1999;3;0.7;0.3;30;50;250;;0.0504112782;LT
onbekend slachthuis 260;3946;4.68678;52.2412;1999;1999;3;0.7;0.3;30;50;250;;0.00705684211;LT
onbekend slachthuis 261;3947;4.75025;52.378;1999;1999;3;0.7;0.3;30;50;250;;0.199776744;LT
onbekend slachthuis 272;3958;4.60844;52.3289;1999;1999;3;0.7;0.3;30;50;250;;0.277174562;LT
onbekend slachthuis 303;3989;5.24475;52.3061;1999;1999;3;0.7;0.3;30;50;250;;0.0569967185;LT
onbekend slachthuis 304;3990;5.23163;52.3002;1999;1999;3;0.7;0.3;30;50;250;;0.251548273;LT
onbekend slachthuis 320;4006;4.92771;52.4844;1999;1999;3;0.7;0.3;30;50;250;;0;LT
onbekend slachthuis 321;4007;4.9061;52.4559;1999;1999;3;0.7;0.3;30;50;250;;0.00720757895;LT
onbekend slachthuis 447;4133;4.98802;52.5024;1999;1999;3;0.7;0.3;30;50;250;;0.180107487;LT
onbekend slachthuis 448;4134;4.98614;52.5191;1999;1999;3;0.7;0.3;30;50;250;;0.301455063;LT
onbekend slachthuis 449;4135;4.96089;52.5117;1999;1999;3;0.7;0.3;30;50;250;;0.291566196;LT
onbekend slachthuis 451;4137;4.94437;52.4915;1999;1999;3;0.7;0.3;30;50;250;;0;LT
onbekend slachthuis 452;4138;4.98235;52.5041;1999;1999;3;0.7;0.3;30;50;250;;0.180107487;LT
onbekend slachthuis 651;4337;4.58979;52.4611;1999;1999;3;0.7;0.3;30;50;250;;1.00012408;LT
onbekend slachthuis 652;4338;4.66046;52.4673;1999;1999;3;0.7;0.3;30;50;250;;5.81052632E-06;LT
onbekend slachthuis 653;4339;4.57975;52.4583;1999;1999;3;0.7;0.3;30;50;250;;0.0180980263;LT
onbekend slachthuis 654;4340;4.58094;52.4566;1999;1999;3;0.7;0.3;30;50;250;;0.153452316;LT
onbekend slachthuis 655;4341;4.58094;52.4566;1999;1999;3;0.7;0.3;30;50;250;;0.153452316;LT
onbekend slachthuis 657;4343;4.5789;52.4575;1999;1999;3;0.7;0.3;30;50;250;;0.0180980263;LT
onbekend slachthuis 680;4366;5.03052;52.453;1999;1999;3;0.7;0.3;30;50;250;;0.299578184;LT
onbekend slachthuis 681;4367;5.02871;52.4494;1999;1999;3;0.7;0.3;30;50;250;;0.299578184;LT
onbekend slachthuis 702;4388;5.04706;52.2574;1999;1999;3;0.7;0.3;30;50;250;;0.0980692232;LT
onbekend slachthuis 703;4389;5.11294;52.2401;1999;1999;3;0.7;0.3;30;50;250;;0.0736988096;LT
onbekend slachthuis 717;4403;4.83713;52.4353;1999;1999;3;0.7;0.3;30;50;250;;0;LT
onbekend slachthuis 718;4404;4.84251;52.4509;1999;1999;3;0.7;0.3;30;50;250;;0.448223684;LT
onbekend slachthuis 720;4406;4.81598;52.4631;1999;1999;3;0.7;0.3;30;50;250;;0.0635177368;LT
onbekend slachthuis 721;4407;4.78392;52.4955;1999;1999;3;0.7;0.3;30;50;250;;0.36814246;LT
onbekend slachthuis 722;4408;4.8057;52.4406;1999;1999;3;0.7;0.3;30;50;250;;0.119366684;LT
onbekend slachthuis 723;4409;4.85371;52.4191;1999;1999;3;0.7;0.3;30;50;250;;0.0124473684;LT
onbekend slachthuis 724;4410;4.85371;52.4191;1999;1999;3;0.7;0.3;30;50;250;;0.0124473684;LT
yakhlaf vof;4450;4.81682;52.4298;1999;1999;3;0.7;0.3;30;50;250;;0.0240523263;LT
rwzi   aalsmeer;4456;4.7768;52.2666;1999;1999;0.60474537;0.7;0.3;30;50;250;;0.0943497549;LT
rwzi   amstelveen;4476;4.89242;52.312;1999;1999;4.60380556;0.7;0.3;30;50;250;;0.00131630233;LT
rwzi   amsterdam west;4477;4.79427;52.3983;1999;1999;34.7056111;0.7;0.3;30;50;250;;0.00209766323;LT
rwzi   westpoort;4478;4.80063;52.4147;1999;1999;9.9275;0.7;0.3;30;50;250;;0.00326188021;LT
rwzi   blaricum;4496;5.24627;52.2643;1999;1999;2.23513889;0.7;0.3;30;50;250;;0.0314853948;LT
rwzi   oosthuizen;4534;4.98899;52.584;1999;1999;0.383166667;0.7;0.3;30;50;250;;0.435087704;LT
rwzi   haarlem schalkwijk;4558;4.67165;52.3681;1999;1999;1.93518518;0.7;0.3;30;50;250;;0.203579946;LT
rwzi   haarlem waarderpolder;4559;4.66549;52.3973;1999;1999;6.0474537;0.7;0.3;30;50;250;;0.00697444473;LT
rwzi   rijsenhout;4560;4.72372;52.2718;1999;1999;1.26996528;0.7;0.3;30;50;250;;0.00203838975;LT
rwzi   zwaanshoek;4561;4.60503;52.3021;1999;1999;2.90277778;0.7;0.3;30;50;250;;0.0393493013;LT
rwzi   heemstede;4569;4.63343;52.3419;1999;1999;1.33043982;0.7;0.3;30;50;250;;0.324677601;LT
rwzi   hilversum;4586;5.20324;52.2231;1999;1999;4.6;0.7;0.3;30;50;250;;0.25140079;LT
rwzi   huizen;4598;5.24044;52.3086;1999;1999;1.59652778;0.7;0.3;30;50;250;;0.0569967185;LT
rwzi   uithoorn;4743;4.82966;52.24;1999;1999;1.50363889;0.7;0.3;30;50;250;;0.113151293;LT
rwzi   velsen;4749;4.66034;52.4589;1999;1999;6.44416667;0.7;0.3;30;50;250;;0.0360661308;LT
rwzi   katwoude;4765;5.03159;52.4849;1999;1999;5.66041667;0.7;0.3;30;50;250;;0.000938790848;LT
rwzi   horstermeer;4786;5.09268;52.256;1999;1999;4.51672222;0.7;0.3;30;50;250;;0.00470637055;LT
forbo flooring bv;4838;4.76691;52.4882;1999;1999;24;0.7;0.3;30;50;250;;0.00882334539;LT
freshport bv;4897;4.74132;52.2955;1999;1999;2;0.7;0.3;30;50;250;;0.00299242105;LT
frigo nieuw vennep bv;4898;4.58951;52.263;1999;1999;2;0.7;0.3;30;50;250;;0.0416976316;LT
daalimpex velsen b v ;4949;4.66352;52.4652;1999;1999;2;0.7;0.3;30;50;250;;5.81052632E-06;LT
j  kloos holland bv   van maanen;4951;4.59216;52.4603;1999;1999;2;0.7;0.3;30;50;250;;1.00012408;LT
vriescentrum vink beverwijk bv;4978;4.66589;52.4729;1999;1999;2;0.7;0.3;30;50;250;;0.0586970211;LT
kloosterboer ijmuiden bv;5010;4.58204;52.4618;1999;1999;2;0.7;0.3;30;50;250;;0;LT
albert heijn bv;5017;4.80442;52.427;1999;1999;2;0.7;0.3;30;50;250;;0.0240523263;LT
w_gemaal_761;5351;4.62853;52.3019;1999;1999;1;0.7;0.3;30;50;250;;0;LT
w_gemaal_764;5352;4.68573;52.3005;1999;1999;1;0.7;0.3;30;50;250;;1.00029294;LT
w_gemaal_771;5353;4.59645;52.2918;1999;1999;1;0.7;0.3;30;50;250;;0.0393493013;LT
w_gemaal_802;5354;4.56912;52.2638;1999;1999;1;0.7;0.3;30;50;250;;0.0416976316;LT
w_gemaal_635;5402;5.02404;52.5222;1999;1999;2;0.7;0.3;30;50;250;;0.00871539474;LT
w_gemaal_639;5403;4.98726;52.5158;1999;1999;2;0.7;0.3;30;50;250;;0.301455063;LT
w_gemaal_647;5425;4.7929;52.5087;1999;1999;2;0.7;0.3;30;50;250;;0.0102386842;LT
w_gemaal_653;5426;4.7753;52.5032;1999;1999;2;0.7;0.3;30;50;250;;0.560720645;LT
w_gemaal_783;5428;4.78717;52.2795;1999;1999;3;0.7;0.3;30;50;250;;0.00306496136;LT
w_gemaal_800;5429;4.77416;52.2668;1999;1999;3;0.7;0.3;30;50;250;;0.0943497549;LT
w_gemaal_750;5439;4.81891;52.3183;1999;1999;3;0.7;0.3;30;50;250;;0.0246801053;LT
w_gemaal_36;5440;4.99089;52.3053;1999;1999;3;0.7;0.3;30;50;250;;0.925448474;LT
w_gemaal_38;5441;4.82598;52.332;1999;1999;3;0.7;0.3;30;50;250;;0.0246801053;LT
w_gemaal_40;5442;4.81862;52.3654;1999;1999;3;0.7;0.3;30;50;250;;0.0733638421;LT
w_gemaal_695;5443;4.86306;52.4299;1999;1999;3;0.7;0.3;30;50;250;;0.0111770526;LT
w_gemaal_708;5444;4.90887;52.4086;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_716;5445;4.95317;52.3872;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_735;5446;4.78187;52.346;1999;1999;3;0.7;0.3;30;50;250;;1.00002647;LT
w_gemaal_37;5493;4.66427;52.3491;1999;1999;3;0.7;0.3;30;50;250;;0.75735575;LT
w_gemaal_41;5494;4.65057;52.2971;1999;1999;3;0.7;0.3;30;50;250;;0.141571316;LT
w_gemaal_43;5495;4.67241;52.3262;1999;1999;3;0.7;0.3;30;50;250;;0.000921578947;LT
w_gemaal_44;5496;4.67349;52.4049;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_45;5497;4.65142;52.2972;1999;1999;3;0.7;0.3;30;50;250;;0.141571316;LT
w_gemaal_763;5498;4.80006;52.302;1999;1999;3;0.7;0.3;30;50;250;;0.0114449346;LT
w_gemaal_767;5499;4.73416;52.2972;1999;1999;3;0.7;0.3;30;50;250;;0.00299242105;LT
w_gemaal_779;5500;4.77688;52.2821;1999;1999;3;0.7;0.3;30;50;250;;0.000708157895;LT
w_gemaal_665;5512;4.94637;52.4806;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_658;5559;4.95804;52.4914;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_33;5600;4.67065;52.426;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_684;5618;4.75402;52.4465;1999;1999;3;0.7;0.3;30;50;250;;0.0304293684;LT
w_gemaal_688;5619;4.7497;52.4402;1999;1999;3;0.7;0.3;30;50;250;;0.0304293684;LT
w_gemaal_689;5620;4.82619;52.4388;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_691;5621;4.82327;52.4369;1999;1999;3;0.7;0.3;30;50;250;;0;LT
w_gemaal_742;5640;4.95071;52.3386;1999;1999;4;0.7;0.3;30;50;250;;1.00004568;LT
w_gemaal_714;5645;4.69021;52.3886;1999;1999;4;0.7;0.3;30;50;250;;0.00484381579;LT
w_gemaal_718;5646;4.70646;52.3824;1999;1999;4;0.7;0.3;30;50;250;;0.00108698684;LT
w_gemaal_806;5647;4.63809;52.2562;1999;1999;4;0.7;0.3;30;50;250;;0.0106701316;LT
abn amro datacenter;7150;4.87332;52.3128;1999;1999;13;0.7;0.3;30;50;250;;0.215984927;LT
abn amro datacenter;7151;4.87099;52.2968;1999;1999;13;0.7;0.3;30;50;250;;0.13702285;LT
dataplace  graan voor visch zuid;7152;4.68455;52.2904;1999;1999;4;0.7;0.3;30;50;250;;0.0504112782;LT
cyrusone  polanerpark;7155;4.70078;52.3822;1999;1999;72;0.7;0.3;30;50;250;;1.21052632E-06;LT
cogent datacenter amsterdam;7158;4.71715;52.3845;1999;1999;4;0.7;0.3;30;50;250;;0.00108698684;LT
atom86;7159;4.75081;52.275;1999;1999;7;0.7;0.3;30;50;250;;0.019082594;LT
interoute communications ltd;7162;4.75608;52.2794;1999;1999;13;0.7;0.3;30;50;250;;0.000163360324;LT
verizon schiphol;7164;4.80167;52.3223;1999;1999;13;0.7;0.3;30;50;250;;0.0139393603;LT
interxion ams 8;7166;4.7434;52.2762;1999;1999;15;0.7;0.3;30;50;250;;0.000239631579;LT
digital realty trust   de president business park  jan wijsmullerdreef;7170;4.67687;52.2904;1999;1999;36;0.7;0.3;30;50;250;;0.0186901754;LT
nldc   aalsmeer;7171;4.77336;52.2598;1999;1999;13;0.7;0.3;30;50;250;;0.00105327935;LT
coolwave carrier1  amsterdam  amsterdam;7185;4.86341;52.3951;1999;1999;13;0.7;0.3;30;50;250;;0.0439695121;LT
eweka dc  amsterdam;7186;4.82887;52.4084;1999;1999;13;0.7;0.3;30;50;250;;0.00637389474;LT
is group  amsterdam;7187;4.84937;52.396;1999;1999;13;0.7;0.3;30;50;250;;0.0185708502;LT
level3 amsterdam  amsterdam zuidoost;7188;4.94859;52.2964;1999;1999;0.277777778;0.7;0.3;30;50;250;;0.518319;LT
pink roccade  amsterdam  amsterdam;7190;4.95304;52.3003;1999;1999;13;0.7;0.3;30;50;250;;0.00738571457;LT
schuberg philis   xs4all dc2  amsterdam;7191;4.89222;52.3731;1999;1999;13;0.7;0.3;30;50;250;;0.537612771;LT
sorbie  amsterdam;7192;4.84658;52.3904;1999;1999;13;0.7;0.3;30;50;250;;0.185712213;LT
tele2  amsterdam 1   amsterdam  amsterdam;7193;4.95501;52.2992;1999;1999;13;0.7;0.3;30;50;250;;0.0202874696;LT
vancis  amsterdam;7195;4.95427;52.3569;1999;1999;13;0.7;0.3;30;50;250;;0.00444925506;LT
viatel  amsterdam  amsterdam;7196;4.8404;52.3565;1999;1999;13;0.7;0.3;30;50;250;;0.249688287;LT
century link amsterdam;7197;4.94542;52.2957;1999;1999;2.25694444;0.7;0.3;30;50;250;;0.00417305422;LT
databarn amsterdam b v ;7199;4.85115;52.3964;1999;1999;0.104166667;0.7;0.3;30;50;250;;1.38270377;LT
datacenter com;7200;4.93601;52.3095;1999;1999;2.70833333;0.7;0.3;30;50;250;;0.104746766;LT
dca;7201;4.87123;52.3955;1999;1999;13;0.7;0.3;30;50;250;;0.141600607;LT
digital realty trust   naritaweg;7203;4.82676;52.3881;1999;1999;1.18055556;0.7;0.3;30;50;250;;0.365542282;LT
digital realty trust nl   h j e  wenckebachweg;7205;4.932;52.3365;1999;1999;6.04166667;0.7;0.3;30;50;250;;0.195232221;LT
equinix am4;7208;4.96039;52.3546;1999;1999;13;0.7;0.3;30;50;250;;0.288848848;LT
equinix am5;7209;4.94551;52.2938;1999;1999;3.26388889;0.7;0.3;30;50;250;;0.00417305422;LT
equinix am6;7210;4.93307;52.3372;1999;1999;3.26388889;0.7;0.3;30;50;250;;0.713355721;LT
equinix am7;7211;4.93794;52.3031;1999;1999;1.84027778;0.7;0.3;30;50;250;;0.005362027;LT
global switch;7214;4.82887;52.344;1999;1999;13.6805556;0.7;0.3;30;50;250;;0.117250668;LT
globalone;7215;4.83227;52.3857;1999;1999;13;0.7;0.3;30;50;250;;0.290449828;LT
kpn datacenter amsterdam;7220;4.95511;52.3003;1999;1999;1.04166667;0.7;0.3;30;50;250;;1.00275108;LT
nikhef housing;7221;4.95104;52.3562;1999;1999;13;0.7;0.3;30;50;250;;0.117051765;LT
rdc datacentrum;7222;4.88552;52.3342;1999;1999;13;0.7;0.3;30;50;250;;0.14393032;LT
switch datacenters   amsterdam;7223;4.93931;52.304;1999;1999;4.54861111;0.7;0.3;30;50;250;;0.005362027;LT
the datacenter group  tdcg    amsterdam;7224;4.84924;52.3934;1999;1999;1.45833333;0.7;0.3;30;50;250;;1.38270377;LT
xs4all dc2;7227;4.88689;52.3363;1999;1999;13;0.7;0.3;30;50;250;;0.0281269494;LT
alticom haarlem;7292;4.6699;52.388;1999;1999;13;0.7;0.3;30;50;250;;0.00518823887;LT
evoswitch;7293;4.66473;52.3917;1999;1999;13;0.7;0.3;30;50;250;;0.00991809717;LT
cellnex  vml alticom ;7310;5.16496;52.2424;1999;1999;0.1;0.7;0.3;30;50;250;;1.00092244;LT
nep  vml tcn ;7312;5.17266;52.2351;1999;1999;0.7;0.7;0.3;30;50;250;;0.192617517;LT
ericsson   redbee broadcast services;7313;5.16913;52.2413;1999;1999;1.06395548;0.7;0.3;30;50;250;;1.00092244;LT
kpn bunker  bussum;7319;5.1971;52.2704;1999;1999;13;0.7;0.3;30;50;250;;0.0356061134;LT
global crossing  amsterdam;7341;4.93194;52.3347;1999;1999;13;0.7;0.3;30;50;250;;0.018310336;LT
colt   duivendrecht;7342;4.92618;52.3283;1999;1999;13;0.7;0.3;30;50;250;;0.0386374555;LT
alticom wormer  wormer;7393;4.79685;52.4974;1999;1999;13;0.7;0.3;30;50;250;;0.0350560445;LT
dataone datacenter wormer;7394;4.7976;52.4949;1999;1999;13;0.7;0.3;30;50;250;;0.0549321073;LT
interoute  zandvoort  zandvoort;7396;4.53405;52.3844;1999;1999;13;0.7;0.3;30;50;250;;0.119498672;LT
equinix am3;7402;4.95904;52.3563;1999;1999;1.45833333;0.7;0.3;30;50;250;;1.00029974;LT
nldc;7404;4.78815;52.2926;1999;1999;3.54166667;0.7;0.3;30;50;250;;0.0114449346;LT
