bron_naam;Label;x_coord;y_coord;ingebruik;uitgebruik;Categorie_rel;MWth_max;bron_vol;bron_cap;T_bron;P_ow_max;Ki_kW_min;Ki_kW_max;K_GJ;capaciteit_benuttingsfactor
Onbekend slachthuis 44;3729;4.86748;52.3763;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.366779596
Onbekend slachthuis 45;3730;4.78308;52.391;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0680202632
Onbekend slachthuis 46;3731;4.86748;52.3763;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.366779596
Onbekend slachthuis 47;3732;4.79229;52.3928;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.100930184
Onbekend slachthuis 48;3733;4.8308;52.359;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.486145974
Onbekend slachthuis 49;3734;4.82056;52.3836;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 50;3735;4.77244;52.3526;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0893029079
Onbekend slachthuis 51;3736;4.80191;52.3583;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;1.00005318
Onbekend slachthuis 52;3737;4.87741;52.3845;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.148348368
Onbekend slachthuis 53;3738;4.82159;52.3554;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.979320641
Onbekend slachthuis 54;3739;4.84046;52.3764;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.947352421
Onbekend slachthuis 55;3740;4.80161;52.408;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0303717237
Onbekend slachthuis 56;3741;4.92909;52.3866;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 57;3742;4.86748;52.3763;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.366779596
Onbekend slachthuis 58;3743;4.87741;52.3845;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.148348368
Onbekend slachthuis 101;3787;4.67228;52.4764;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.000857273684
Onbekend slachthuis 102;3788;4.67044;52.4657;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.00203894737
Onbekend slachthuis 106;3792;5.26408;52.2834;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.134493029
Onbekend slachthuis 188;3874;5.06535;52.5153;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 189;3875;5.0804;52.5071;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.124786579
Onbekend slachthuis 190;3876;5.08077;52.5069;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.124786579
Onbekend slachthuis 191;3877;5.08347;52.5043;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 192;3878;5.08113;52.506;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 193;3879;5.03777;52.5158;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0002525
Onbekend slachthuis 194;3880;5.03914;52.5156;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0002525
Onbekend slachthuis 245;3931;5.14583;52.2807;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0190447368
Onbekend slachthuis 246;3932;5.14917;52.2849;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.174308938
Onbekend slachthuis 247;3933;5.16325;52.2948;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.475476646
Onbekend slachthuis 258;3944;4.74918;52.361;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.00144157895
Onbekend slachthuis 259;3945;4.69029;52.2936;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0197342707
Onbekend slachthuis 260;3946;4.68678;52.2412;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.00705684211
Onbekend slachthuis 261;3947;4.75025;52.378;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.237029488
Onbekend slachthuis 272;3958;4.60844;52.3289;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.275330563
Onbekend slachthuis 303;3989;5.24475;52.3061;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0364426339
Onbekend slachthuis 304;3990;5.23163;52.3002;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.251821179
Onbekend slachthuis 320;4006;4.92771;52.4844;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0128681579
Onbekend slachthuis 321;4007;4.9061;52.4559;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.00720757895
Onbekend slachthuis 447;4133;4.98802;52.5024;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.149292395
Onbekend slachthuis 448;4134;4.98614;52.5191;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.753568074
Onbekend slachthuis 449;4135;4.96089;52.5117;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.24413671
Onbekend slachthuis 450;4136;4.99726;52.522;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 451;4137;4.94437;52.4915;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0943774211
Onbekend slachthuis 452;4138;4.98235;52.5041;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.149292395
Onbekend slachthuis 651;4337;4.58979;52.4611;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.641564226
Onbekend slachthuis 652;4338;4.66046;52.4673;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;5.81052632E-06
Onbekend slachthuis 653;4339;4.57975;52.4583;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0441375789
Onbekend slachthuis 654;4340;4.58094;52.4566;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0151837632
Onbekend slachthuis 655;4341;4.58094;52.4566;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0151837632
Onbekend slachthuis 656;4342;4.66057;52.4292;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 657;4343;4.5789;52.4575;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0441375789
Onbekend slachthuis 680;4366;5.03052;52.453;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.286134105
Onbekend slachthuis 681;4367;5.02871;52.4494;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.286134105
Onbekend slachthuis 683;4369;5.02351;52.3202;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 702;4388;5.04706;52.2574;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0731182783
Onbekend slachthuis 703;4389;5.11294;52.2401;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0736988096
Onbekend slachthuis 717;4403;4.83713;52.4353;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.532996947
Onbekend slachthuis 718;4404;4.84251;52.4509;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.448223684
Onbekend slachthuis 719;4405;4.81572;52.4569;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0
Onbekend slachthuis 720;4406;4.81598;52.4631;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0635177368
Onbekend slachthuis 721;4407;4.78392;52.4955;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.367510044
Onbekend slachthuis 722;4408;4.8057;52.4406;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.119366684
Onbekend slachthuis 723;4409;4.85371;52.4191;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0154868421
Onbekend slachthuis 724;4410;4.85371;52.4191;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.0154868421
Yakhlaf VOF;4450;4.81682;52.4298;1999;1999;7;3;0.7;0.3;30;3000;50;250;0;0.00370007368
RWZI   Aalsmeer;4456;4.7768;52.2666;1999;1999;1;0.60474537;0.7;0.3;30;604.74537;50;250;0;0.00629696276
RWZI   Amstelveen;4476;4.89242;52.312;1999;1999;1;4.60380556;0.7;0.3;30;4603.80556;50;250;0;0.00131630233
RWZI   Amsterdam West;4477;4.79427;52.3983;1999;1999;1;34.7056111;0.7;0.3;30;34705.6111;50;250;0;0.00209766323
RWZI   Westpoort;4478;4.80063;52.4147;1999;1999;1;9.9275;0.7;0.3;30;9927.5;50;250;0;0.00326188021
RWZI   Beverwijk;4494;4.67067;52.4748;1999;1999;1;16.8419167;0.7;0.3;30;16841.9167;50;250;0;0
RWZI   Blaricum;4496;5.24627;52.2643;1999;1999;1;2.23513889;0.7;0.3;30;2235.13889;50;250;0;0.0314853948
RWZI   Oosthuizen;4534;4.98899;52.584;1999;1999;1;0.383166667;0.7;0.3;30;383.166667;50;250;0;0.431133811
RWZI   Haarlem Schalkwijk;4558;4.67165;52.3681;1999;1999;1;1.93518518;0.7;0.3;30;1935.18518;50;250;0;0.203579946
RWZI   Haarlem Waarderpolder;4559;4.66549;52.3973;1999;1999;1;6.0474537;0.7;0.3;30;6047.4537;50;250;0;0.00697444472
RWZI   Rijsenhout;4560;4.72372;52.2718;1999;1999;1;1.26996528;0.7;0.3;30;1269.96528;50;250;0;0.00203838975
RWZI   Zwaanshoek;4561;4.60503;52.3021;1999;1999;1;2.90277778;0.7;0.3;30;2902.77778;50;250;0;0.000935163888
RWZI   Zwanenburg;4562;4.73606;52.3635;1999;1999;1;10.0145833;0.7;0.3;30;10014.5833;50;250;0;0
RWZI   Heemstede;4569;4.63343;52.3419;1999;1999;1;1.33043982;0.7;0.3;30;1330.43982;50;250;0;0.32358647
RWZI   Hilversum;4586;5.20324;52.2231;1999;1999;1;4.6;0.7;0.3;30;4600;50;250;0;0.25140079
RWZI   Huizen;4598;5.24044;52.3086;1999;1999;1;1.59652778;0.7;0.3;30;1596.52778;50;250;0;0.0364426339
RWZI   Uithoorn;4743;4.82966;52.24;1999;1999;1;1.50363889;0.7;0.3;30;1503.63889;50;250;0;0.112434085
RWZI   Velsen;4749;4.66034;52.4589;1999;1999;1;6.44416667;0.7;0.3;30;6444.16667;50;250;0;0.0303778774
RWZI   Katwoude;4765;5.03159;52.4849;1999;1999;1;5.66041667;0.7;0.3;30;5660.41667;50;250;0;0.000938790849
RWZI   Weesp;4767;5.02212;52.3177;1999;1999;1;1.79972222;0.7;0.3;30;1799.72222;50;250;0;0
RWZI   Horstermeer;4786;5.09268;52.256;1999;1999;1;4.51672222;0.7;0.3;30;4516.72222;50;250;0;0.00470637054
RWZI   Zaandam Oost;4793;4.85638;52.4293;1999;1999;1;5.92166667;0.7;0.3;30;5921.66667;50;250;0;0
Forbo Flooring BV;4838;4.76691;52.4882;1999;1999;6;24;0.7;0.3;30;24000;50;250;0;0.00880923355
ACS Logistics B V ;4882;4.76356;52.4137;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0
BCS Amsterdam B V ;4883;4.80932;52.4164;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0
Freshport BV;4897;4.74132;52.2955;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0.00299242105
Frigo Nieuw Vennep BV;4898;4.58951;52.263;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0.0416976316
Cornelis Vrolijks Visserij Maatschappij BV;4948;4.58755;52.4562;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0
Daalimpex Velsen B V ;4949;4.66352;52.4652;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;5.81052632E-06
Haasnoot Pelagic Import BV;4950;4.58085;52.4565;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0
J  Kloos Holland BV   Van Maanen;4951;4.59216;52.4603;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0.641564226
BCS Amsterdam BV;4972;4.80806;52.415;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0
Vriescentrum Vink Beverwijk BV;4978;4.66589;52.4729;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0.000857273684
Kloosterboer IJmuiden BV;5010;4.58204;52.4618;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0.152449421
Albert Heijn BV;5017;4.80442;52.427;1999;1999;2;2;0.7;0.3;30;2000;50;250;0;0.00370007368
W_Gemaal_761;5351;4.62853;52.3019;1999;1999;11;1;0.7;0.3;30;1000;50;250;0;0.268361211
W_Gemaal_764;5352;4.68573;52.3005;1999;1999;11;1;0.7;0.3;30;1000;50;250;0;0.736647664
W_Gemaal_771;5353;4.59645;52.2918;1999;1999;11;1;0.7;0.3;30;1000;50;250;0;0.000935163888
W_Gemaal_802;5354;4.56912;52.2638;1999;1999;11;1;0.7;0.3;30;1000;50;250;0;0.0416976316
W_Gemaal_743;5383;4.90526;52.3357;1999;1999;11;2;0.7;0.3;30;2000;50;250;0;0
W_Gemaal_633;5394;5.00631;52.5275;1999;1999;11;2;0.7;0.3;30;2000;50;250;0;0
W_Gemaal_635;5402;5.02404;52.5222;1999;1999;11;2;0.7;0.3;30;2000;50;250;0;0.00871539474
W_Gemaal_639;5403;4.98726;52.5158;1999;1999;11;2;0.7;0.3;30;2000;50;250;0;0.753568074
W_Gemaal_647;5425;4.7929;52.5087;1999;1999;11;2;0.7;0.3;30;2000;50;250;0;0.0102386842
W_Gemaal_653;5426;4.7753;52.5032;1999;1999;11;2;0.7;0.3;30;2000;50;250;0;0.560720645
W_Gemaal_783;5428;4.78717;52.2795;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.348191783
W_Gemaal_800;5429;4.77416;52.2668;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.00629696276
W_Gemaal_39;5438;4.84202;52.3;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0
W_Gemaal_750;5439;4.81891;52.3183;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0246801053
W_Gemaal_36;5440;4.99089;52.3053;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.928313737
W_Gemaal_38;5441;4.82598;52.332;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0246801053
W_Gemaal_40;5442;4.81862;52.3654;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0700796316
W_Gemaal_695;5443;4.86306;52.4299;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0111770526
W_Gemaal_708;5444;4.90887;52.4086;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.623609684
W_Gemaal_716;5445;4.95317;52.3872;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.437910711
W_Gemaal_735;5446;4.78187;52.346;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.364917447
W_Gemaal_37;5493;4.66427;52.3491;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.9120861
W_Gemaal_41;5494;4.65057;52.2971;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.045765
W_Gemaal_43;5495;4.67241;52.3262;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.000921578947
W_Gemaal_44;5496;4.67349;52.4049;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0626593495
W_Gemaal_45;5497;4.65142;52.2972;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.045765
W_Gemaal_763;5498;4.80006;52.302;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0563472531
W_Gemaal_767;5499;4.73416;52.2972;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.00299242105
W_Gemaal_779;5500;4.77688;52.2821;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.000708157895
W_Gemaal_665;5512;4.94637;52.4806;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0243686316
W_Gemaal_658;5559;4.95804;52.4914;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.153062125
W_Gemaal_33;5600;4.67065;52.426;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.210006263
W_Gemaal_684;5618;4.75402;52.4465;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0471485395
W_Gemaal_688;5619;4.7497;52.4402;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.0471485395
W_Gemaal_689;5620;4.82619;52.4388;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.109996789
W_Gemaal_691;5621;4.82327;52.4369;1999;1999;11;3;0.7;0.3;30;3000;50;250;0;0.250967508
W_Gemaal_742;5640;4.95071;52.3386;1999;1999;11;4;0.7;0.3;30;4000;50;250;0;1.00006511
W_Gemaal_714;5645;4.69021;52.3886;1999;1999;11;4;0.7;0.3;30;4000;50;250;0;0.00484381579
W_Gemaal_718;5646;4.70646;52.3824;1999;1999;11;4;0.7;0.3;30;4000;50;250;0;0.00108698684
W_Gemaal_806;5647;4.63809;52.2562;1999;1999;11;4;0.7;0.3;30;4000;50;250;0;0.0103271053
ABN AMRO Datacenter;7150;4.87332;52.3128;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0499151903
ABN AMRO Datacenter;7151;4.87099;52.2968;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.13702285
Dataplace  Graan voor Visch Zuid;7152;4.68455;52.2904;1999;1999;8;4;0.7;0.3;30;4000;50;250;0;0.0197342707
Interxion AMS 10;7153;4.73963;52.2744;1999;1999;8;26;0.7;0.3;30;26000;50;250;0;0
e Shelter  Aviolanda;7154;4.70587;52.2831;1999;1999;8;40;0.7;0.3;30;40000;50;250;0;0
CyrusOne  Polanerpark;7155;4.70078;52.3822;1999;1999;8;72;0.7;0.3;30;72000;50;250;0;1.21052632E-06
Cogent Datacenter Amsterdam;7158;4.71715;52.3845;1999;1999;8;4;0.7;0.3;30;4000;50;250;0;0.00108698684
Atom86;7159;4.75081;52.275;1999;1999;8;7;0.7;0.3;30;7000;50;250;0;0.0193141353
Interxion AMS 3;7160;4.77099;52.2842;1999;1999;8;10;0.7;0.3;30;10000;50;250;0;0
Interxion AMS 6;7161;4.76599;52.2853;1999;1999;8;10;0.7;0.3;30;10000;50;250;0;0
Interoute Communications Ltd;7162;4.75608;52.2794;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.000163360324
Interxion AMS 7;7163;4.76571;52.2814;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0
Verizon Schiphol;7164;4.80167;52.3223;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0138244615
Interxion AMS 5;7165;4.75428;52.2801;1999;1999;8;15;0.7;0.3;30;15000;50;250;0;0
Interxion AMS 8;7166;4.7434;52.2762;1999;1999;8;15;0.7;0.3;30;15000;50;250;0;0.000239631579
NLDC   Oude Meer  Schiphol Rijk ;7167;4.78308;52.2896;1999;1999;8;15;0.7;0.3;30;15000;50;250;0;0
EdgeConnex;7168;4.76611;52.2841;1999;1999;8;18;0.7;0.3;30;18000;50;250;0;0
Maincubes;7169;4.77286;52.2822;1999;1999;8;20;0.7;0.3;30;20000;50;250;0;0
Digital Realty Trust   De President Business Park  Jan Wijsmullerdreef;7170;4.67687;52.2904;1999;1999;8;36;0.7;0.3;30;36000;50;250;0;0.0190147149
NLDC   Aalsmeer;7171;4.77336;52.2598;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.00105327935
Coolwave Carrier1  Amsterdam  Amsterdam;7185;4.86341;52.3951;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0545769231
Eweka DC  Amsterdam;7186;4.82887;52.4084;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.00637389474
IS Group  Amsterdam;7187;4.84937;52.396;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0231801619
Level3 Amsterdam  Amsterdam Zuidoost;7188;4.94859;52.2964;1999;1999;8;0.277777778;0.7;0.3;30;277.777778;50;250;0;0.518319
Nikhef   SARA Amsterdam   TelecityGroup Amsterdam Science Park  Amsterdam;7189;4.95107;52.3543;1999;1999;8;0.694444444;0.7;0.3;30;694.444444;50;250;0;0
Pink Roccade  Amsterdam  Amsterdam;7190;4.95304;52.3003;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.00744061336
Schuberg Philis   XS4ALL DC2  Amsterdam;7191;4.89222;52.3731;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0744809393
Sorbie  Amsterdam;7192;4.84658;52.3904;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.21767383
Tele2  Amsterdam 1   Amsterdam  Amsterdam;7193;4.95501;52.2992;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0202874696
UPC  Amsterdam;7194;4.84675;52.3942;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0
Vancis  Amsterdam;7195;4.95427;52.3569;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.00444925506
Viatel  Amsterdam  Amsterdam;7196;4.8404;52.3565;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.247851061
Century Link Amsterdam;7197;4.94542;52.2957;1999;1999;8;2.25694444;0.7;0.3;30;2256.94444;50;250;0;0.0207911976
Databarn Amsterdam B V ;7199;4.85115;52.3964;1999;1999;8;0.104166667;0.7;0.3;30;104.166667;50;250;0;1.69264027
Datacenter com;7200;4.93601;52.3095;1999;1999;8;2.70833333;0.7;0.3;30;2708.33333;50;250;0;0.104746766
DCA;7201;4.87123;52.3955;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.172993822
Digital Realty Trust   Gyroscoopweg;7202;4.83855;52.3967;1999;1999;8;1.66666667;0.7;0.3;30;1666.66667;50;250;0;0
Digital Realty Trust   Naritaweg;7203;4.82676;52.3881;1999;1999;8;1.18055556;0.7;0.3;30;1180.55556;50;250;0;0.340435794
Digital Realty Trust NL   Amsterdam Science Park;7204;4.95096;52.3571;1999;1999;8;2.84722222;0.7;0.3;30;2847.22222;50;250;0;0
Digital Realty Trust NL   H J E  Wenckebachweg;7205;4.932;52.3365;1999;1999;8;6.04166667;0.7;0.3;30;6041.66667;50;250;0;0.195345774
Equinix AM1;7206;4.94198;52.3006;1999;1999;8;1.45833333;0.7;0.3;30;1458.33333;50;250;0;0
Equinix AM2;7207;4.94198;52.3006;1999;1999;8;2.01388889;0.7;0.3;30;2013.88889;50;250;0;0
Equinix AM4;7208;4.96039;52.3546;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.292144172
Equinix AM5;7209;4.94551;52.2938;1999;1999;8;3.26388889;0.7;0.3;30;3263.88889;50;250;0;0.0207911976
Equinix AM6;7210;4.93307;52.3372;1999;1999;8;3.26388889;0.7;0.3;30;3263.88889;50;250;0;0.715426645
Equinix AM7;7211;4.93794;52.3031;1999;1999;8;1.84027778;0.7;0.3;30;1840.27778;50;250;0;0.109880732
Equinix AM8;7212;4.83855;52.3967;1999;1999;8;1.84027778;0.7;0.3;30;1840.27778;50;250;0;0
euNetworks;7213;4.91947;52.3329;1999;1999;8;0.416666667;0.7;0.3;30;416.666667;50;250;0;0
Global Switch;7214;4.82887;52.344;1999;1999;8;13.6805556;0.7;0.3;30;13680.5556;50;250;0;0.117250669
Globalone;7215;4.83227;52.3857;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.331606336
Gyrocenter;7216;4.84303;52.4005;1999;1999;8;0.381944444;0.7;0.3;30;381.944444;50;250;0;0
Interxion AMS 1   AMS 4;7217;4.84282;52.3999;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0
Interxion AMS 2;7218;4.84354;52.3996;1999;1999;8;0.381944444;0.7;0.3;30;381.944444;50;250;0;0
Interxion AMS 9;7219;4.95273;52.3561;1999;1999;8;0.972222222;0.7;0.3;30;972.222222;50;250;0;0
KPN Datacenter Amsterdam;7220;4.95511;52.3003;1999;1999;8;1.04166667;0.7;0.3;30;1041.66667;50;250;0;1.00036533
Nikhef Housing;7221;4.95104;52.3562;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.116946219
RDC Datacentrum;7222;4.88552;52.3342;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.143812992
Switch Datacenters   Amsterdam;7223;4.93931;52.304;1999;1999;8;4.54861111;0.7;0.3;30;4548.61111;50;250;0;0.109880732
The Datacenter Group  TDCG    Amsterdam;7224;4.84924;52.3934;1999;1999;8;1.45833333;0.7;0.3;30;1458.33333;50;250;0;1.69264027
Verizon   Kollenbergweg;7225;4.93562;52.305;1999;1999;8;0.694444444;0.7;0.3;30;694.444444;50;250;0;0
Verizon Joan Muyskenweg;7226;4.91401;52.3324;1999;1999;8;0.694444444;0.7;0.3;30;694.444444;50;250;0;0
XS4ALL DC2;7227;4.88689;52.3363;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0300450061
Alticom Haarlem;7292;4.6699;52.388;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.00518823887
EvoSwitch;7293;4.66473;52.3917;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.00991809717
Cellnex  vml Alticom ;7310;5.16496;52.2424;1999;1999;8;0.1;0.7;0.3;30;100;50;250;0;0.687077012
NEP  vml TCN ;7312;5.17266;52.2351;1999;1999;8;0.7;0.7;0.3;30;700;50;250;0;0.156268453
Ericsson   Redbee Broadcast Services;7313;5.16913;52.2413;1999;1999;8;1.06395548;0.7;0.3;30;1063.95548;50;250;0;0.687077012
KPN Bunker  Bussum;7319;5.1971;52.2704;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.035381417
Global Crossing  Amsterdam;7341;4.93194;52.3347;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0176972186
Colt   Duivendrecht;7342;4.92618;52.3283;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0386374555
Alticom Wormer  Wormer;7393;4.79685;52.4974;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0350487814
Dataone Datacenter Wormer;7394;4.7976;52.4949;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.0549351194
Interoute  Zandvoort  Zandvoort;7396;4.53405;52.3844;1999;1999;8;13;0.7;0.3;30;13000;50;250;0;0.119498672
Equinix AM3;7402;4.95904;52.3563;1999;1999;8;1.45833333;0.7;0.3;30;1458.33333;50;250;0;1.00015703
Alticom;7403;4.88667;52.3363;1999;1999;8;0.034722222;0.7;0.3;30;34.722222;50;250;0;0
NLDC;7404;4.78815;52.2926;1999;1999;8;3.54166667;0.7;0.3;30;3541.66667;50;250;0;0.0563472531
